"INTERFACE_NAME","COL_NAME","EXPRESSION","EXE_DB","INSERT_FLAG","UPDATE_FLAG","KEY_UPD","UD1","UD2","UD3","UD4","UD5","COL_POSITION","LAST_UPDATE_DATE","LAST_UPDATE_USER"
"INT_T_AMMSBS0211_ACCBILSCHDET_01","Account_Num","LEFT(ACCOUNT_NUM,100)","1","1","1","0","1","0","0","0","0","1","2023-03-12 00:51:14.291","Common_Team"
"INT_T_AMMSBS0211_ACCBILSCHDET_01","Account_Modifier_Num","LEFT(ACCOUNT_MODIFIER_NUM,20)","1","1","1","0","1","0","0","0","0","2","2023-03-12 00:51:14.291","Common_Team"
"INT_T_AMMSBS0211_ACCBILSCHDET_01","Billing_Definition_Id","LEFT(BILLING_DEFINITION_ID,3)","1","1","1","0","1","0","0","0","0","3","2023-03-12 00:51:14.291","Common_Team"
"INT_T_AMMSBS0211_ACCBILSCHDET_01","Account_Billing_Defn_Start_Dt","date_format(Account_Billing_Defn_Start_Dt,'yyyy-MM-dd')","1","1","1","0","1","0","0","0","0","4","2023-03-12 00:51:14.291","Phase1"
"INT_T_AMMSBS0211_ACCBILSCHDET_01","Billing_Schedule_Id","LEFT(BILLING_SCHEDULE_ID,2)","1","1","1","0","1","0","0","0","0","5","2023-03-12 00:51:14.291","Common_Team"
"INT_T_AMMSBS0211_ACCBILSCHDET_01","Acct_Bill_Sched_Det_Seq_Num","LEFT(ACCT_BILL_SCHED_DET_SEQ_NUM,2)","1","1","1","0","1","0","0","0","0","6","2023-03-12 00:51:14.291","Common_Team"
"INT_T_AMMSBS0211_ACCBILSCHDET_01","Acct_Bill_Sched_Det_Start_Dt","VAM_AMMSBS0211_ACCBILSCHDET_01.ACCT_BILL_SCHED_DET_START_DT","0","1","1","0","0","0","0","0","0","7","2023-03-12 00:51:14.291","Phase1"
"INT_T_AMMSBS0211_ACCBILSCHDET_01","Acct_Bill_Sched_Det_End_Dt","VAM_AMMSBS0211_ACCBILSCHDET_01.ACCT_BILL_SCHED_DET_END_DT","0","1","1","0","0","0","0","0","0","8","2023-03-12 00:51:14.291","Phase1"
"INT_T_AMMSBS0211_ACCBILSCHDET_01","Acct_Bill_Sched_Det_First_Dt","VAM_AMMSBS0211_ACCBILSCHDET_01.ACCT_BILL_SCHED_DET_FIRST_DT","0","1","1","0","0","0","0","0","0","9","2023-03-12 00:51:14.291","Phase1"
"INT_T_AMMSBS0211_ACCBILSCHDET_01","Ctl_Id","'004'","1","1","1","0","0","0","0","1","0","13","2023-03-12 00:51:14.291","Phase1"
